@relation letterRecog-weka.filters.unsupervised.attribute.DMI-D2-N-1-F0.25-E-1-I-1-L1.0E-4

@attribute feat1 numeric
@attribute feat2 numeric
@attribute feat3 numeric
@attribute feat4 numeric
@attribute feat5 numeric
@attribute feat6 numeric
@attribute feat7 numeric
@attribute feat8 numeric
@attribute feat9 numeric
@attribute feat10 numeric
@attribute feat11 numeric
@attribute feat12 numeric
@attribute feat13 numeric
@attribute feat14 numeric
@attribute feat15 numeric
@attribute feat16 numeric
@attribute Class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
4,7,6,5,5,8,8,5,3,6,4,6,4,8,8,3,Z
3,5.514188,4,4,4,8,7,6,6,7,6,8,3,8,3,8,H
5,8,8,6,8,8,6,4,4,7,6,7,7,11,7,4,N
4,9,4,4,2,10,2,4,2,11,5,12,4,4,5,10,A
6,10,6,7,3,4,10.956292,1,8,10,10,5,2,12,4,3,Y
5,7,7,5,3,7,9,2,7,14,5,5,2,8,3,8,F
2,1.478404,2,1,1,7,8,6,7,8,9,7,3,10,1,8,U
2,1.451631,2,2,1,8,7,7,4,6,6,8,3,8,3,8,Q
2,2,3,4,1,10,6,2,7,12,3,8,1,6,1,7,J
5,7.922936,8,6,4,3,8,3,8,12,12,12,3,8,4,5,K
6,10.465554,8,8,7,6,8,3,6,10,8,8,4,8,4,6,H
1,0,2,0,0,7,14,2,3,7,10,8,0,8,0,8,T
5,12,5,6,3,12,2,4,2,11,3,11,4,4,4,11,A
6,12,6,6,3,8,7.858896,4,3,13,8,8,3,10,3,8,S
1,5,2,3,1,7,7,0,7,13,6,8,0,8,1,7,I
5,10,5,8,4,9,8,2,4,11,6,7,2,10,6,12,J
4,7,4,5,2,6,12.215381,4,5,11,9,4,2,12,2,5,T
4,9,4,4,2,7,10,2,5,13,5,4,1,8,5,8,I
2,3,3,5,2,7,7,13,1,5,6,8,5,8,0,8,N
3,7,5,5,2,4,2,7,7,1,2,4,1,6,0,6,L
3,2,5,4,2,5,9.575445,1,7,9,11,9,1,11,2,7,Y
2,5,3,3,2,6,7,5,5,9,7,10,2,8,4,9,G
5,10,5,5,2,5,11,2,7,12,8,5,2,9,4,3,T
5,8.623958,6,8,3,7,5,9,8,5,4,7,3,8,4,8,Q
4,6,5,4,5,6,6,4,4,7,6,11,5,9,3,8,C
1,1,3,2,1,7,10,1,6,7,11,8,1,11,1,8,Y
4,11,5,8,2,8,6,3,7,15,5,9,1,6,1,7,J
7,6,9,5,9,7,7,5,4,6,5,8,10,8,5,5,M
3,8,5,6,2,7,14,1,5,7,10,8,0,8,0,8,T
4,10,5,7,3,8,7.284315,6,9,4,6,7,0,8,9,7,S
4,8,5,6,4,8,8,5,7,6,4,7,3,6,5,8,R
4,4,5,7,2,7,7,4,15,9,6,8,0,8,8,8,Z
3,7.676134,3,6,4,3,7,5,9,7,7,14,0,8,6,9,E
7,9,7,11,7,8,7.192527,7,5,9,8,9,5,9,8,9,Q
2,5.76296,4,4,2,7,7,3,6,15,7,10,1,6,1,7,J
6,10.321759,7,8,5,6,6,6,6,11,6,12,4,9,5,8,G
9,14,7,8,5,8,6,5,3,9,8,10,6,8,9,10,C
4,7,4,5,3,5,11.188716,3,6,11,9,5,2,11,2,5,T
4,8,6,6,8,9,8,5,6,7,6,6,4,7,8,8,D
4,5.192482,4,4,2,7,7,14,1,5,6,8,6,8,0,8,N
5,12,4,6,3,10,6,3,5,13,3,6,2,8,5,10,I
5,11,7,8,8,9,7,5,4,6,7,5,9,7,3,5,M
1,7,0,5,1,7,7,5,3,7,6,8,0,8,0,8,I
5,7,5,5,2,3,11.178588,3,3,10,11,8,3,10,1,7,V
5,5,7,8,3,8,5,8,9,7,4,8,3,8,4,8,O
4,9,4,7,3,3,8,6,12,7,5,15,0,8,7,7,E
3,2.080485,3,2,1,8,8,4,0,7,8,8,7,10,0,8,W
6,7,8,10,11,9,7,6,1,6,6,9,9,11,6,9,Q
9,13,8,7,3.221966,6,10,4,4,8,8,5,5,11,3,6,V
2,4,4,3,2,7,7.623664,3,4,10,6,7,5,9,0,7,N
3,7.363786,3,6,2,3,7,6,9,7,6,14,0,8,7,8,E
3,5,6,4,3,9,8,3,5,10,3,5,5,9,1,8,N
2,5,3,4,2,7,12,3,6,7,11,8,2,11,1,8,T
7,13,5,7,4,6,6.367193,5,5,6,4,8,5,7,5,7,O
3,5,5,4,2,6.690155,10,1,7,7,11,8,1,11,2,8,Y
4,4,6,7,1,9,8.115081,4,3,6,14,8,3,9,0,8,V
7,11,11,8,5,6,8,1,9,10,9,9,3,8,4,6,X
3,7,4,5,3,7,9.595718,2,5,13,6,5,2,10,2,8,F
4,5,5,8,3,3,7.167382,6,12,7,5,15,0,8,7,7,E
5,9.149483,4,6,2,10,2,3,4,13,4,11,2,8,5,9,L
5,8.478577,8,7,5,7,7,6,7,7,6,5,6,8,4,7,H
3,5,6,4,4,9,6.691008,3,6,10,4,7,3,8,3,8,H
5,9,5,7,5,5,7.795959,9,7,6,4,5,3,9,4,9,D
4,10,5,8,3,9,7,9,7,7,6,10,3,8,4,8,O
3,7,4,4,2,7,6,14,1,7,7,8,3,8,0,8,H
8,11,8,8,7,6,11,3,7,11,9,5,5,11,4,3,T
2,3,2,1,1,6,10,5,4,9,7,4,1,9,3,7,P
0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,I
8,10,8,8,7,5,7,5,8,8,6,9,8,8,6,1,U
4,7,5,5,3,4.987973,12,2,5,13,7,5,1,10,1,7,F
6,11,9,8,12,9,6.242128,3,3,8,4,7,12,5,4,5,M
4,8,6,6,5,10,6,2,6,10,3,7,4,8,5,11,B
4,7.744195,5,6,3,6,9,7,5,10,8,7,3,8,3,8,O
11,13,11,7,5,10,11,6,3,4,10,7,10,12,1,6,W
2,6,3,4,1,1,13,4,3,12,10,6,0,8,2,6,F
4,8,5,10,5,10,6.134176,6,2,3,8,12,3,10,6,10,Q
0,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,I
2,3.4671,4,3,3,8,7,4,5,8,5,7,3,7,4,11,R
4,4,6,6,3,8,7.472661,4,1,7,8,8,8,9,0,8,W
3,7,4,5,2,7,10,1,7,6,12,8,1,11,2,8,Y
7,9,8,11,9,8,7.056676,6,2,7,7,12,6,9,9,6,Q
4,7.763513,6,6,5,6,6,3,7,6,6,9,3,8,5,10,H
3,5,4,8,6,7.718939,9,3,1,8,7,6,4,10,5,8,P
4,10.042979,6,8,7,8,8,4,5,10,5,6,3,8,5,10,B
5,7,6,5,5,8,5,7,6,5,8,8,3,9,9,5,Y
7,10,7,8,5,7,7,8,6,10,7,9,3,8,4,7,O
3,5.591491,4,4,1,4,12,3,3,10,11,7,2,10,1,8,V
4,7,6,5,5,6,6,2,4,9,8,9,7,5,2,7,M
3,5,5,4,3,9,6.889283,5,7,9,5,5,3,7,4,8,D
1,0,1,0,0,3,12,4,2,11,9,6,0,8,2,7,F
5,11,6,8,7,7,8,5,4,8,6,8,9,10,7,12,F
2,4,4,3,1,8,2,2,2,7,2,8,2,6,2,7,A
4,10,5,7,4,4,2.894503,3,8,2,1,7,0,6,1,6,L
6,9,7,7.870937,7,8,7,7,4,9,7,9,3,8,6,8,Q
4,7,6,5,4,8,8,2,6,13,5,5,2,10,3,9,F
5,10,7,8,3,8,7,9,8,7,6,9,3,8,4,8,O
9,14,8,8,4,10,8.1029,6,6,3,6,9,5,10,3,6,N
3,6,4,4,1,7,7,4,4,7,6,8,3,8,4,8,X
13,14,13,8,6,5,9,5,7,4,3,11,9,9,2,8,M
3,7,5,5,3,9,7,4,6,10,4,7,3,7,4,10,R
6,8,8,6,6,8,6.800487,1,6,10,4,9,5,7,5,11,K
5,7.318874,6,6,2,7,6,15,1,7,8,8,3,8,0,8,H
3,6.616642,4,5,4,7,6,2,5,7,6,9,2,11,7,8,X
3,8,5,6,1,5,8.869383,4,3,8,14,8,3,9,0,8,V
7,9,8,7,3,3,10,6,7,13,11,8,3,9,1,7,U
4,6.492683,6,5,5,7,8,5,3,6,6,11,4,8,7,8,G
3,5,4,4,2,4,11,2,7,11,10,6,1,11,2,5,Y
4,10,7,8,4,13,4.607763,4,4,12,1,9,3,7,4,10,A
6,8.07152,6,6,3,2,11,4,6,13,12,6,1,11,2,5,Y
3,5,4,8,1,13,1.980081,9,5,14,3,12,0,6,0,8,J
3,7,4,5,2,5,8,7,7,8,8,14,1,9,4,10,C
3,4.083743,4,3,1.778236,5,13,3,6,11,9,4,1,11,1,5,T
1,3,2,1,1,8,7,6,4,9,6,8,2,8,2,8,O
4,6,5,4,5,9,8,6,2,5,7,9,6,10,3,8,G
3,6,3,4,1,1,13,5,4,12,10,7,0,8,2,6,F
5,7,5,5,3,4,8,6,7,9,9,9,3,9,2,5,U
5,5,6,5,5,7,7,4,6,7,4,8,4,7,5,6,D
1,3,2,1,0,6,4,1,7,8,2,10,0,7,2,9,L
7,11,7,8,5,5,10,0,8,11,9,6,1,9,3,4,T
5,10,6,7,7,9,6,3,4,7,5,5,5,6,6,5,J
5,10,6,7,5,7,9,6,4,6,6,6,6,9,2,7,N
5,11,5,6,3.394893,10,4,4,7,11,3,9,3,7,8,11,Q
2,3.504643,3,3,2,5,10,4,4,10,8,3,1,10,3,6,P
4,5,5,4,2,4,12.096324,3,7,12,10,4,1,11,2,5,Y
10,11.489212,10,5,4,8,10,4,2,5,10,7,10,12,2,6,W
3,7.934112,4,7,4,8,9,13,2,7,4,8,3,8,0,8,H
3,4,3,6,1,0,1,5,6,0,0,7,0,8,0,8,L
10,14,11,8,5,13,1,5,3,13,1,9,6,3,1,9,M
1,0,1,0,0,8,7,4,6,5,6,7,0,8,7,8,S
5,9,7,8,8,7,7.267729,6,4,8,7,9,10,8,10,7,G
2,3,3,2,2,5,7,4,7,7,6,10,3,8,4,10,K
7,12.078074,7,8,3,3,11,4,4,10,12,8,2,10,1,8,V
7,10,6,5,3,5,8,3,6,9,8,9,5,9,3,7,K
5,9.865303,6,7,3,9,7,2,6,14,3,7,0,7,0,8,J
5,13,4,7,2,9,7.964452,5,4,12,3,6,3,8,5,10,I
1,0,1,1,0,12,3,5,3,12,5,11,0,7,0,8,J
3,7,4,5,3,4,12,6,4,12,8,3,1,10,3,6,P
2,3,3,2,1,6,12.435768,4,5,8,10,7,2,11,1,7,T
4,7,5,5,5,6,7.466766,3,5,7,6,9,5,9,4,8,T
1,0.592688,2,1,1,8,7,4,7,5,6,7,0,8,7,8,S
2,3,3,1,2,5,10,4,2,9,8,7,5,11,1,6,W
2,4,3,3,3,7,8,5,5,7,5,7,2,6,4,8,R
1,6,0,8,1,7,7.067784,4,4,7,6,8,0,8,0,8,I
5,10,5,7,3,4,14,5,5,12,9,3,1,11,1,5,T
2,5.403736,4,4,2,6,4,1,9,8,2,11,0,7,2,8,C
2,1,3,3,2,6,7,4,7,7,6,10,3,8,5,9,K
4,10,6,8,4,8,7.16188,7,7,10,5,4,3,7,5,9,D
1,6,1,4,1,7,7,1,6,7,6,8,0,8,2,8,I
5,7,5,5,3,6,7.009708,6,8,12,8,12,2,10,3,7,C
3,6,5,4,5,5,7,3,4,7,6,9,5,10,7,5,R
4,5,5,3,3,7,6,6,7,7,6,10,2,9,3,8,G
4,7,5,5,1,7,7,6,2,7,6,8,3,8,4,8,X
4,7,5,5,5,8,8,2,7,7,6,8,0,9,9,9,Z
2,4.242465,4,3,2,7,9,4,4,12,5,3,1,10,2,8,P
2,4,4,3,2,7,9,1,7,13,5,5,1,9,2,8,F
3,8,5,6,2,5,8,7,8,10,10,9,3,9,1,8,U
4,8,6,6,6,7,7,4,4,6,7,10,7,9,5,7,C
2,5,4,4,2,7,9.70343,4,4,12,5,3,1,10,2,8,P
3,6.273881,5,5,6,8,8,5,4,7,6,6,6,8,7,6,D
7,8,7,6,5,4,11,3,3,9,9,7,7,11,2,6,W
3,3,4,1,2,5,10.85355,3,2,9,8,7,5,11,1,6,W
4,11,5,8,5,8,6.951969,8,6,7,4,6,2,7,8,8,S
4,9,6,7,4,5,11,4,6,11,10,5,2,10,3,5,F
2,1,2,1,0,7,10.371993,2,2,7,12,8,1,11,0,8,Y
5,10,7,8,5,10,6.291163,4,6,10,3,7,2,8,5,10,S
3,3,4,2,2,6,11,3,7,11,9,5,1,11,3,4,T
2,8.935382,3,7,2,8,7,0,7,13,6,9,0,8,1,8,I
3,5.629806,4,4,2,6,6,5,5,9,7,11,2,9,4,10,G
3,5.544706,6,4,3,6,7,1,7,10,7,10,3,8,3,8,K
5,9,5,6,2,4,7,9,2,7,5,11,4,8,2,11,K
6,10.564156,9,8,7,6,6,1,6,9,6,10,5,7,5,8,K
6,10,8,8,10,8,9,6,1,7,7,8,9,8,5,9,O
4,8,5,6,4,6,7,7,6,8,10,8,3,9,5,9,T
5,8,7,6,7,7,7.11074,4,7,8,6,9,5,8,5,6,T
6,9,8,6,7,9,6.33348,1,6,10,3,8,6,7,5,9,K
2,4.939681,4,4,3,8,8,5,7,7,6,6,2,8,6,9,B
4,4,5,6,3,8,6,5,9,5,6,8,0,8,9,8,S
2,4,3,3,1,10,1.925791,2,1,8,2,9,1,6,1,8,A
4,8,5,6,6,8,6,6,3,8,6,8,4,7,6,11,R
2,7,3,5,1,14,2,6,5,14,2,11,0,7,0,8,J
10,14,9,8,5,7,8,4,5,9,7,8,6,8,5,9,H
2,7,4,4,1,10,10,3,2,5,13,8,2,11,0,8,Y
4,5,5,4,2,6,10.667666,2,8,11,9,5,1,11,3,4,T
5,7.779565,7,6,4,5,9,6,7,8,10,10,3,9,1,8,U
1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,I
3,6,5,4,4,6,9,5,4,9,7,4,1,10,3,7,P
9,13,8,8,4,6,7.291634,3,9,9,9,9,4,8,4,6,X
2,2.152362,3,2,2,7,7,5,5,7,6,10,3,7,4,9,G
4,11,6,8,5,10,6,2,7,11,4,9,3,7,6,12,E
4,9,5,7,2,7,7.131689,9,7,7,6,8,3,8,4,8,O
3,5,4,7,3,7,7,14,2,5,6,8,6,8,0,8,N
5,6,5.170205,4,3,6,7.615434,6,5,10,8,10,2,9,4,9,G
4,11,5,8,7,7,6,10,1,7,8,8,8,4,0,8,M
4,7,6,5,7,7,8,4,1,8,7,8,5,10,5,8,V
1,0,2,0,0,7,7,6,8,7,6,13,0,8,4,10,C
3,6,4,4,2,7,6.849451,7,7,7,5,12,2,9,4,9,G
3,6,5,4,2,7,12,3,4,8,12,8,3,10,1,8,V
4,8,6,6,3,5,7.91472,3,4,10,9,9,5,8,1,7,N
3,4,4,3,3,7,6.48796,6,4,6,7,8,7,5,2,7,M
10,14,9,8,5,8,9,4,6,8,9,5,6,12,4,8,V
2,10,3,8,1,12,2.36598,10,3,13,7,13,1,6,0,8,J
3,5,5,6,4,9.439398,6.13229,3,2,8,4,9,4,8,5,11,H
4,10,5,8,4,3,6,7,4,7,7,12,3,8,3,11,K
2,6.386276,3,5,1,6,14,0,6,8,11,8,0,8,0,8,T
3,9,5,7,1,9,8,4,3,6,14,8,3,10,0,8,V
2,5,3,4,2,7,7,5,9,6,6,8,1,8,7,8,Z
5,7.434871,5,5,2,5,12,2,8,12,9,4,1,10,2,4,T
5,7,6,5,4,7,7.702454,7,5,8,6,5,4,9,3,7,D
3,6,4,4,3,6,12,4,6,8,11,8,2,12,1,8,T
7,12,6,6,2,5,10.814143,3,7,12,8,4,2,9,4,3,T
6,9,7,6,3,11.594145,6.719127,4,8,11,3,8,2,8,5,11,S
4,4,5,3,2,4,12,3,3,9,11,7,2,10,1,8,V
4,6,5,7,5,9,9,7,2,4,7,11,3,9,5,10,Q
4,6.502239,4,5,2,5,8,10,9,8,7,6,3,8,4,8,D
4,9,6,6,4,9,7,4,6,9,4,7,3,7,5,10,R
4,8.684245,5,7,4,5,7,8,7,10,8,13,2,11,4,10,C
2,3,3,2,1,7,7,3,9,6,6,8,2,8,5,7,X
7,15,6,8,5,11,4,4,6,10,5,7,3,9,7,12,Q
5,6,4,8,3,8,6,5,5,10,6,7,3,9,9,9,Z
3,6.448449,4,5,3,6,8,7,5,9,8,8,3,8,3,8,O
3,6.506471,5,5,4,7,8,5,6,8,5,9,3,6,5,11,R
5,5,7,8,3,7,6.024786,9,9,6,4,7,3,8,4,8,O
4,7,5,5,3,8,6,8,5,10,6,9,3,8,3,8,O
7,9.418782,10,8,15,10,5,5,2,7,6,7,12,10,3,4,W
3,7.153157,5,6,2,9,9,4,1,6,12,8,2,10,0,8,V
5,11,5,8,4,5,6,7,6,7,7,11,3,7,5,8,G
4,9,6,7,4,9,6,5,7,9,3,6,3,8,3,8,D
5,7,5,5.611466,3,4,8,5,7,9,8,9,4,8,3,4,U
5,9,8,7,4,4,8.65221,2,7,10,10,11,3,8,3,6,K
1,0,2,1,0,5,7,7,1,7,6,11,2,8,2,11,K
2,4,3,3,2,6,7,5,5,9,7,10,2,9,4,9,G
1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8,I
3,7.296914,5,6,4,8,5,5,4,6,7,8,3,8,8,11,L
5,7.165777,8,5,4,7,7,1,8,10,6,8,2,8,3,8,X
4,8.576165,4,7,5,7,7,12,1,6,6,8,5,8,0,8,N
5,9,8,7,9,7,10,4,4,5,6,9,8,8,7,8,K
4,6,5,4,2,7,6,6,7,11,6,12,2,9,4,9,G
5,12,5,6,4,11,2.364303,4,2,11,4,11,5,4,5,10,A
6.27423,10,9,8,5,8,7,0,8,10,5,8,3,8,3,8,X
2,4,3,2,1,5,9,4,7,11,9,11,1,9,2,7,C
8,8,6,11,5,7,6.839874,4,3,11,6,8,3,9,11,6,Z
2,1,4,2,2,9,11,3,2,5,9,8,5,11,0,8,W
1,0.549064,2,1,0,8,9,3,2,7,12,8,2,10,0,8,V
5,9,7,7,7,6,6,3,7,6,6,9,7,8,5,9,K
5,10.188284,6,8,6,5,10,5,6,10,10,6,2,9,3,5,F
6,5,6,8,3,7,7,15,2,4,6,8,6,8,0,8,N
3,9.802072,6,8,7,10,6,2,5,8,4,5,3,8,5,7,I
5,9,7,7,6,7,9,5,6,10,6,6,3,8,7,8,B
3,5.690274,5,4,3,9,7,4,5,10,4,6,3,7,4,10,R
0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,I
4,7,4,5,2,3,12,5,4,12,11,7,3,10,1,8,V
4,7,7,5,6,7,8,3,5,7,6,7,6,8,7,4,N
6,10,6,5,4,8,8.967357,3,5,11,5,4,4,9,7,7,F
1,0.618468,2,1,1,7,7,12,1,7,6,8,3,8,0,8,H
4,10,5,8,5,7,7,6,9,7,6,10,3,8,6,8,E
3,7,5,5,5,7,9,6,3,6,6,10,3,7,7,8,G
6,7,8,6,6,5,7,6,7,7,4,7,3,6,5,6,D
5,7.939474,7,6,6,8,5,7,5,7,6,6,4,8,6,10,P
4,5,5,8,2,7,7,4,14,9,6,8,0,8,8,8,Z
2,6,4,4,5,9,8,4,4,7,6,6,3,8,7,4,D
9,14,7,8,5,8,7,5,4,9,5,6,4,9,8,8,G
6,9,8,7,8,9,5,5.311382,4,7,5,7,6,7,8,9,R
5,9,5,7,3,7,7,15,2,4,6,8,6,8,0,8,M
2,7,3,5,3,8,8,8,6,8,4,6,2,6,8,8,S
2,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,I
4,9,6,6,8,7,7,6,3,7,6,7,8,7,9,9,H
4,6,4,4,2,5,9,2,8,9,10,5,1,11,4,4,Y
5,11,6,8,6,7,6,7,4,10,6,10,5,8,4,6,O
4,8,5,6,3,3,4.225732,2,9,3,1,9,0,7,1,5,L
4,4,5,3,2,4,8.70597,5,7,11,10,9,3,9,2,7,U
4,6,5,4,4,7,7.5214,5,6,10,6,6,2,8,6,8,B
4,5,6,5,5,7,4,4,5,7,5,8,5,4,7,7,Q
5,8.192922,6,6,4,6,8,4,6,10,9,8,2,8,5,5,S
4,8.970078,6,9,6,7,9,5,5,9,8,3,2,10,4,6,P
3,5,5,6,1,8,15,1,5,7,11,8,0,8,0,8,T
2,7,3,5,3,7,7,3,7,6,7,10,2,8,6,8,X
4,10,6,8,5,8,7,5,9,7,6,8,3,8,6,9,E
3,2,4,4,3,8,8,6,6,7,6,8,3,8,3,9,H
3,3,4,5,3,8,7,7,3,5,6,9,3,8,5,9,Q
4,8,5,6,4,7,7.270746,8,4,7,7,8,3,8,3,8,O
4,7.479219,6,6,5,8,10,4,4,7,7,9,3,7,7,5,J
5,7,6,5,3,4,8,6,8,10,10,9,3,9,2,5,U
4,5.838433,7,4,4,6,6,3,4,9,9,10,7,5,2,8,M
3,7,5,5,3,8,8,4,6,9,3,8,3,7,4,11,R
3,2,3,4,1,8,5.129452,12,5,6,14,8,3,9,0,8,U
2,5,3,3,1,6,4,1,8,7,2,10,0,7,2,8,L
8,14,8,8,6,8,6.286467,3,5,9,4,8,6,6,7,7,R
5,8,6,6,3,4,10,2,8,11,11,6,1,11,3,4,Y
4,7,6,5,3,7,10.156225,3,6,13,5,4,2,10,2,7,F
2,2,4,4,2,8,2,1,2,7,2,8,2,7,3,7,A
9,15,6,9,5,4,7.669264,6,4,10,8,9,5,10,5,8,O
2,3,2,2,1,7,11.182957,2,6,7,10,8,1,11,1,7,T
2,3,2,2,1,7,7,6,3,8,6,8,2,8,2,7,Q
3,3,5,1,2,6,7,3,6,10,9,9,3,8,3,6,H
6,10.123913,8,8,7,8,8,5,7,7,5,8,4,10,10,8,J
6,6,6,4,5,4.510236,11,2,2,9,8,7,7,12,2,6,W
5,11,5,8,4,1,12.780654,5,4,12,10,6,0,8,2,6,F
3,2,4,3,3,5,10,2,2,8,9,9,6,11,0,8,W
4,9,6,7,4,8,6,2,9,12,5,9,3,6,8,8,Z
2,1,3,2,2,7,7,5,9,6,6,8,2,8,7,8,Z
3,8.716,4,7,2,6,11,0,4,8,11,8,0,10,0,8,Y
6,8,8,6,6,11,6,2,4,9,3,6,8,6,2,8,M
2,1,2,2,1,7,9,5,5,6,9,9,3,9,1,8,U
5,10,5,7,4,4,11.785013,3,5,11,10,5,2,13,2,4,T
3,8,4,6,2,5,8,7,7,7,8,14,1,9,4,10,C
7,15,6,8,3,10,2,3,5,13,4,12,2,8,5,10,L
3,5.529212,5,4,2,4,11,4,6,13,9,6,1,9,2,6,F
4,6.874146,6,5,4,4,9,3,3,9,9,9,6,7,1,7,N
5,11,6,8,5,9,6,4,6,10,3,7,2,8,5,10,S
5,8,6,10,7,7,10,4,2,6,9,11,3,9,6,8,Q
4,7.958383,5,6,4,8,7,6,6,10,5,5,3,8,3,8,D
3,11,5,8,1,8,15,0,6,7,11,8,0,8,0,8,T
2,6,2,4,2,8.60121,10.518135,7,3,7,4,9,2,6,5,11,R
4,6.314824,4,4,2,8,3,3,4,8,2,8,3,6,5,8,S
2.0044,4.925323,2,4,1,0,1,5,6,0,0,7,0,8,0,8,L
4,6.710924,6,5,6,9,6,5,1,7,6,9,10,9,4,8,O
1,2.280856,3,1,2,8,7,2,5,10,5,7,1,8,4,9,B
4,9,7,7,5,8,8,3,9,5,6,5,5,9,8,8,X
6,8,6,6,3,4,8.608723,6,8,10,10,9,3,9,2,5,U
4,10,4,8,4,9,8,5,9,5,5,5,1,6,9,7,S
6,10.480914,8,8,5,7,11,6,4,12,5,2,1,11,4,9,P
2,4.944099,3,4,3,6,6,8,5,6,7,7,2,9,6,10,B
2,4,4,3,2,6,11,2,6,13,6,4,1,10,1,7,F
4,5,6,5,5,8,9,4,5,7,6,8,3,7,8,8,J
3,5,5,4,3,9,6.764386,2,6,11,4,7,4,6,5,9,B
5,10,7,8,5.677421,6,6.945435,5,6,6,5,8,3,6,5,8,R
2,7,3,5,2,7,4,2,0,7,2,8,1,6,1,8,A
2,2.707931,2,2,1,4,8,4,6,11,10,11,1,9,2,7,C
2,10,3,8,2,9,6.558034,2,6,11,3,8,1,6,2,6,J
2,7,3,5,2,1,12,3,4,11,10,8,0,8,2,7,F
2,1,2,1,0,8,7,4,4,7,6,8,3,8,4,8,X
2,2,3,3,2,6,7,4,5,7,6,7,5,7,3,8,R
8,11,11,8,7,5,7,2,7,10,8,11,3,8,3,7,K
3,6,5,4,3,10,6,2,7,11,4,9,2,8,5,12,E
3,3,4,2,1,5,11.515305,2,7,11,10,4,1,11,2,5,Y
4,8.320001,5,7,3,4,4,5,10,2,0,6,0,6,2,5,L
4,7.427531,6,6,3,6,12,3,3,6,12,9,3,10,1,8,V
3,8,3,6,3,3,7,5,8,7,6,13,0,8,6,9,E
1,2,2,3,1,10,6,3,5,12,4,9,1,6,1,7,J
6,10.034392,7,8,4,7,6,7,7,11,6,13,3,9,5,8,G
7,10.905954,5,6,2,10,5,6,4,13,3,8,3,8,5,10,I
6,9,9,7,5,7,9,2,5,9,6,7,6,8,1,7,N
4,6.219215,5,5,3,6,7,10,10,6,5,6,3,8,4,8,D
9,12,7,7,3,6,10,6,4,13,6,4,4,10,4,8,P
1,0,1,0,0,6,7.18408,6,3,7,5,7,2,7,3,10,R
3,6.010029,4,5,3,6,6,9,7,6,6,7,2,8,9,9,B
1,0,1,0,0,6,10,6,1,7,5,8,1,7,4,10,R
2,2,3,3,2,8,7.46703,5,1,5,7,9,2,9,5,10,Q
2,7,4,5,2,9,4,1,6,9,3,10,0,6,2,10,L
5,9,4,5,2,8,8,3,6,13,4,6,1,7,4,9,I
3,4,4,3,2,9,6,3,7,10,5,8,1,9,5,9,S
4,9,5,6,4,7,7.632202,7,7,8,4,7,2,7,9,8,S
4,5,5,4,2,3,8,4,6,11,11,9,3,9,1,6,U
4,11,6,8,3,10,10,1,3,6,12,8,1,11,0,8,Y
5,10.885073,8,8,5,7,7,4,10,6,6,8,3,8,7,8,X
4,5,5,7,4,9,7.004331,6,3,4,8,11,3,9,6,10,Q
3,7,3,5,3,3,8,4,8,7,6,13,0,8,6,9,E
3,4.996379,4,4,2,8,8,6,8,5,6,7,0,8,9,7,S
5,5,6,8,2,7,7,5,4,7,6,8,3,8,4,8,X
4,6.189525,6,4,5,6,6,3,4,10,8,9,7,5,2,7,M
7,11,9,8,6,7,7,9,5,6,7,11,5,8,5,7,O
1,0,1,0,0,8,7,3,6,5,6,7,0,8,7,8,S
5,11,7,8,7,8,7,7,7,7,6,5,3,8,8,10,B
3,6,5,4,1,8,5,4,7,15,7,13,0,7,1,7,I
1,0,1,0,0,8,7,3,4,7,6,8,2,8,4,8,X
5,11,7,8,9,6,6,5,5,7,7,11,11,6,2,9,M
6,8,6,6,4,2,10.455133,2,3,11,11,9,6,10,2,6,W
3,5,6,3,4,5,7.370178,3,4,10,9,10,7,6,2,8,M
8,10.856259,9,6,4,10,5,3,4,13,2,7,5,7,0,7,N
4,10,6,8,6,9,6.783231,3,5,10,4,6,2,8,5,9,B
2,2.452644,4,2,2,8,8,4,4,8,5,7,2,7,4,10,R
2,6,4,4,2,5,13,0,5,9,10,7,0,8,0,8,T
4,7,6,5,6,7,7,3,4,7,6,8,6,9,6,5,R
2,1.758973,2,2,2,8,7,6,5,7,7,8,2,9,8,8,S
1,0,2,0,0,8,14.113908,2,4,6,10,8,0,8,0,8,T
2,3,3,2,1,7,7,3,9,6,6,8,2,8,5,7,X
3,5.296626,3,4,2,5,8,10,8,8,7,5,3,8,3,8,D
2,3,3,2,1,7,12,2,2,7,11,8,2,11,1,8,V
6,9,6,7,3,4,14,5,6,12,9,3,1,11,2,4,T
1,5.426504,1,4,1,7.056004,7,0,7,7,6,8,0,8,2,8,I
8,10,9,8,4,3,9.666897,6,8,10,10,9,3,9,2,5,U
2,7,4,5,3,12,4,3,2,9,2,9,2,6,2,8,A
6,11,5,6,3,7,8,4,5,10,7,5,3,9,4,4,Y
5,11,6,8,7,7,9,6,5,7,5,6,3,8,6,8,B
